Unnamed: 0,limit_bal,sex,education,marriage,age,payment_status_sep,payment_status_aug,payment_status_jul,payment_status_jun,payment_status_may,payment_status_apr,bill_statement_sep,bill_statement_aug,bill_statement_jul,bill_statement_jun,bill_statement_may,bill_statement_apr,previous_payment_sep,previous_payment_aug,previous_payment_jul,previous_payment_jun,previous_payment_may,previous_payment_apr,default_payment_next_month
10254,160000,Male,University,Married,41.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2524,0,0,0,0,0,0,0,0,0,0,0,1
20628,200000,Male,University,Single,33.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,18044,390,20718,390,390,390,390,20718,390,390,390,540,1
21958,50000,Female,University,Married,27.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,47254,43583,35245,27520,25928,26470,1720,3100,1723,1100,1111,1200,1
17130,50000,Female,University,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,33243,16290,12594,0,0,0,2000,2010,0,0,0,0,0
15445,50000,Male,Graduate school,Single,25.0,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,44477,45425,48559,49065,48057,48942,2000,3134,1640,0,1968,1504,0
18144,200000,Male,Graduate school,Single,30.0,Payed duly,Payed duly,Unknown,Payed duly,Unknown,Unknown,8985,247,6015,34314,23403,-1839,805,6144,34418,230,1839,0,0
15240,180000,Female,University,Married,42.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,30000,Female,University,Single,22.0,Unknown,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,3158,5547,3312,3145,3022,3247,5572,3321,3154,3031,3339,2921,0
18153,140000,Male,Graduate school,Single,31.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,4900,393,0,814,0,0,393,0,814,0,0,0,0
19740,110000,Female,University,Married,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,101706,102946,104260,104162,104754,105707,3687,3850,3670,3662,4000,3795,0
15024,50000,Male,University,Married,45.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,20530,15843,18256,19896,19874,19248,0,3000,2000,1000,2000,0,0
16082,50000,Female,University,Single,28.0,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,16639,16041,12151,4963,0,0,14,1505,2000,0,0,0,0
15141,240000,Male,University,Single,57.0,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,Unknown,1115,1211,2206,62507,63226,63517,1211,2455,64395,1917,4160,1710,0
26648,170000,Male,University,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,145354,143279,87885,84534,74758,78633,8000,3500,4000,4000,6000,0,1
19660,20000,Female,High school,Others,44.0,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,18126,20771,20434,19874,19546,0,3599,1200,1000,400,0,0,1
28449,50000,Female,High school,Married,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,23500,0,0,0,0,0,0,0,0,0,0,0,0
19140,160000,Female,University,Married,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,27720,14413,13484,6714,-319,3583,5000,5017,5000,0,6774,0,0
18972,100000,Female,Graduate school,Single,28.0,Payment delayed 3 months,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,Unknown,49961,48856,49899,53407,51951,53195,0,1831,4339,0,2083,1939,0
29869,80000,Male,University,Single,31.0,Unknown,Unknown,Unknown,Unknown,Payment delayed 3 months,Payment delayed 2 months,50244,51243,52319,58245,56728,55691,1835,1903,6800,0,0,2100,0
9443,150000,Male,Graduate school,Single,31.0,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,Unknown,3084,-1,600,4102,4102,6121,0,601,4102,0,2019,5515,0
9280,500000,Male,University,Married,38.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,Unknown,91662,88467,90193,94629,92621,80971,0,4500,7200,8,3403,2311,0
24016,120000,Male,Graduate school,Single,28.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,231,6665,880,0,4440,4440,6673,880,0,4440,4440,4440,0
510,130000,Male,University,Married,31.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payment delayed 2 months,1261,1261,1261,1411,930,390,1261,1261,1411,930,0,780,0
22600,180000,Female,Others,Single,47.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,167915,163279,166994,150812,123957,55778,6028,7758,5188,4570,1876,1701,1
813,300000,Female,High school,Married,29.0,Payed duly,Unknown,Unknown,Unknown,Unknown,Payed duly,24921,21333,16212,11304,11396,6138,2000,3000,0,5000,6202,0,0
18473,150000,Female,University,Single,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,44552,43702,44798,44280,38006,32978,2022,2118,1800,1300,1300,1300,0
28905,50000,Female,University,Single,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,41657,47969,49131,38884,8144,8643,10000,11000,5000,1005,15000,7000,0
1342,50000,Female,Graduate school,Single,22.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,586,297,3674,1392,3085,3450,297,3675,1392,3086,3492,3721,1
16921,200000,Male,University,Married,55.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,169287,172655,178858,180101,173138,176920,6177,8982,6758,6257,6633,6115,0
18528,200000,Female,Graduate school,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,203025,201474,158869,145723,139960,142193,10010,10000,7000,6000,5500,6000,0
17679,70000,Female,Graduate school,Single,34.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,36467,40505,43333,36959,27296,23474,5000,5000,1500,546,1000,1746,0
23291,180000,Female,University,Married,39.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,289,1
2627,50000,Female,University,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
26297,240000,Female,Graduate school,Married,32.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,209368,204501,223137,226470,229706,234889,0,22000,8500,8500,9000,0,1
23979,20000,Male,University,Single,23.0,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,15789,16831,20404,19621,14051,0,1610,4183,0,281,0,0,1
12860,50000,Female,Graduate school,Married,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,48305,49726,50389,30410,30364,30063,2500,2109,1100,1100,1100,1100,0
21916,230000,Female,University,Single,23.0,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Payed duly,Payed duly,Unknown,1090,490,0,878,0,0,0,0,878,0,0,0,1
28868,90000,Female,University,Married,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,77379,67092,61071,44821,24653,25254,2500,3908,2100,884,1000,1000,0
24958,80000,Male,University,Single,48.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,74349,75524,77448,48108,39104,39526,3400,4000,2000,2000,1423,2200,0
26517,80000,Female,Graduate school,Married,48.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Payed duly,1198,1150,0,0,0,7685,1150,0,0,0,7685,0,1
27455,50000,Male,Graduate school,Married,49.0,Payed duly,Payed duly,Payed duly,Payment delayed 2 months,Payed duly,Unknown,25801,-1032,6910,6314,18544,12894,0,9000,88,18596,5023,5028,0
2621,210000,Female,Graduate school,Single,39.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
3357,50000,Female,High school,Married,27.0,Unknown,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,37651,38498,40644,39731,35657,27014,1754,2900,0,1265,832,500,1
10079,200000,Female,Graduate school,Married,37.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Unknown,3660,16991,19200,18856,14301,913,17302,20891,7377,2000,0,127188,1
2397,50000,Female,University,Married,47.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,48991,43412,33995,29759,29766,29665,2000,1500,1050,1100,1100,1200,0
22637,50000,Female,High school,Married,44.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,47569,48768,49234,21067,15007,31043,1986,1452,1200,300,27000,1412,0
19244,100000,Female,High school,Married,42.0,Payed duly,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,7689,2052,1281,3770,2056,5628,0,1281,3786,2056,5634,6013,0
11967,20000,Male,High school,Single,29.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,4453,7997,6573,7422,4381,11718,8019,6779,7547,4589,12000,7556,0
3598,240000,Male,Graduate school,Married,35.0,Payment delayed 1 month,Payed duly,Payed duly,Unknown,Unknown,Unknown,0,11901,5736,1000,650,7574,11901,5758,0,150,7424,0,0
25845,230000,Female,University,Married,45.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,416,416,416,416,416,416,416,416,416,416,416,572,1
10846,160000,Male,Graduate school,Single,37.0,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,Unknown,Payed duly,17723,497,1100,652,326,5654,0,1100,652,0,5654,0,1
11416,180000,Female,Graduate school,Single,41.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6734,7752,8763,8938,8568,9357,1124,1135,310,378,1000,0,0
20224,50000,Female,High school,Married,52.0,Payment delayed 3 months,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,49534,48061,48807,49347,17524,17497,0,2200,2100,606,624,622,0
12997,50000,Male,University,Single,30.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,200,200,200,200,-200,0,0,0,0,0,200,0,1
24693,420000,Male,University,Single,44.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,13620,13002,9180,13965,10245,20199,2000,5000,5000,5000,10000,10000,0
3527,20000,Female,University,Married,50.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 3 months,Payment delayed 2 months,7973,9686,9382,10821,10361,10046,2000,0,1600,0,0,1500,0
3395,310000,Female,University,Married,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,162530,155831,96835,89223,80462,73899,6100,4252,5000,2780,4881,3000,0
2131,50000,Male,University,Single,42.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,47691,48738,48565,48301,50851,51153,3304,2300,2000,3500,3000,4000,0
2493,290000,Female,University,Married,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,78200,79726,80890,81615,75661,77012,3700,3600,3000,3000,3000,3000,0
1171,80000,Male,High school,Married,62.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,1262,1642,1975,672,5112,3932,1642,1975,672,5112,3932,20289,0
11400,170000,Male,Graduate school,Single,27.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,127902,131631,133090,130937,134043,137023,5631,5090,4937,5043,5023,11939,0
9431,430000,Female,University,Married,43.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Unknown,8894,11198,14861,13846,13451,16162,11198,14861,1400,951,14082,14482,0
13629,70000,Female,High school,Single,29.0,Unknown,Unknown,Unknown,Payed duly,Unknown,Unknown,70780,67741,40195,48568,49039,50387,3088,1787,50314,1768,2541,1588,0
17049,60000,Female,University,Married,25.0,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,33598,34733,37460,36558,37945,38782,2000,3600,0,2000,1600,1600,1
18066,100000,Male,Graduate school,Married,38.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,72437,74645,76063,77224,75385,78991,4000,3200,3000,0,5000,3200,1
13077,50000,Female,University,Single,34.0,Payment delayed 1 month,Unknown,Payed duly,Payed duly,Payed duly,Unknown,0,0,400,0,600,600,0,400,0,600,0,4275,1
13707,200000,Female,Graduate school,Single,30.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,4520,10382,4447,126476,700,0,10382,4447,126476,700,0,860,0
7892,50000,Female,University,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,30941,30730,29908,28809,27905,13835,1751,1402,776,773,522,430,0
4346,30000,Female,High school,Married,44.0,Payed duly,Payed duly,Payment delayed 2 months,Unknown,Unknown,Unknown,1072,5122,4440,4050,3660,3660,4440,0,0,0,0,0,0
1839,160000,Female,High school,Married,51.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,142064,144900,146534,147955,145488,155041,6600,5500,5310,0,12000,0,1
10398,50000,Male,University,Single,22.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,47478,43300,0,0,0,0,1000,0,0,0,0,432,0
12303,240000,Female,University,Married,56.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,138785,141894,143270,201082,215709,204302,6500,5000,60000,17464,6516,20002,0
28341,50000,Female,University,Married,42.0,Payed duly,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,Payment delayed 2 months,565,5481,2874,759,5328,2885,5481,0,759,5328,1,2932,0
28327,110000,Female,University,Married,42.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,776,776,776,776,776,926,776,776,776,776,926,776,0
29631,50000,Male,University,Single,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46652,45235,23299,22672,21440,19304,2014,1600,1400,429,386,57,0
17419,250000,Female,University,Married,31.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,142905,113367,93844,74441,74553,64640,4000,4100,3010,2205,2045,2200,0
14105,50000,Female,University,Married,38.0,Unknown,Unknown,Payed duly,Unknown,Unknown,Payment delayed 2 months,18750,0,31288,27335,30626,29921,0,95000,1000,3700,16,518,0
13883,740000,Female,University,Married,35.0,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,960,8154,1477,15713,8988,25449,8229,1487,15754,9012,25596,7003,1
6848,300000,Female,Graduate school,Single,38.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,13548,13097,3025,4128,1726,-587,2060,2004,2003,1726,692,116422,0
10949,60000,Female,Graduate school,Single,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18220,18743,17624,17457,21386,4340,1553,1200,349,5345,0,316,1
16350,50000,Female,University,Married,31.0,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,43979,44970,48101,46993,47940,50903,1724,3855,0,1694,3713,2000,0
9121,60000,Male,University,Single,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,39264,41622,42627,43914,45053,46303,3000,2000,2000,2000,2000,2000,0
81,360000,Female,Graduate school,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,23411,27796,30400,33100,180000,196,4796,3400,3100,146900,196,2963,0
4065,100000,Female,High school,Single,46.0,Payment delayed 2 months,Payed duly,Payment delayed 2 months,Unknown,Unknown,Unknown,216,964,964,365,0,0,964,0,0,0,0,301,0
28084,290000,Female,University,Single,36.0,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,Unknown,110695,108583,70642,71008,65455,63421,3260,5000,4706,0,2007,2482,0
8733,290000,Female,University,Single,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,68652,70695,71523,73099,74469,76200,3149,2598,2767,2702,2968,2703,0
26408,240000,Female,University,Single,36.0,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,Unknown,3922,2947,297,0,0,0,2947,297,0,0,0,0,1
3162,280000,Female,Graduate school,Single,38.0,Payment delayed 1 month,Unknown,Payed duly,Payed duly,Payed duly,Payed duly,0,0,3898,1460,18901,0,0,3898,1460,18901,0,0,1
28321,200000,Female,High school,Married,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,86,7024,1466,1466,479,2448,7066,1473,1473,486,3442,12,1
24638,250000,Male,University,Single,28.0,Unknown,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Unknown,149678,152704,163101,164953,160805,164411,7000,14400,6000,0,6200,6200,0
16898,430000,Male,Graduate school,Single,34.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,416678,424740,434836,378571,228568,232668,16005,18016,16005,9005,9013,8010,0
21658,30000,Female,University,Single,27.0,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,8476,9677,10715,13218,12709,17463,1500,1500,3000,0,5000,0,0
28742,400000,Female,Graduate school,Single,29.0,Payed duly,Payed duly,Unknown,Unknown,Unknown,Unknown,16666,62545,98214,84142,70732,68674,62545,53704,4142,5010,66676,66660,0
23929,50000,Male,High school,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9168,10178,11200,12214,12608,12718,1166,1188,1202,596,461,462,0
11053,120000,Female,High school,Married,43.0,Payment delayed 1 month,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,Unknown,2057,1722,716,926,0,0,524,716,926,0,0,485,0
3954,420000,Female,Graduate school,Single,30.0,Unknown,Unknown,Unknown,Unknown,Payed duly,Payed duly,34567,36416,7406,0,12150,150,10000,2056,0,12150,150,399,0
6713,570000,Male,Graduate school,Single,31.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,26775,28753,48474,42377,41302,1666,15004,25000,1302,1000,1666,3778,0
17521,150000,Female,Others,Married,47.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,89327,90666,91721,93063,92758,93876,4539,4218,4204,3296,3408,3416,0
6722,560000,Male,Graduate school,Married,47.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,10501,69458,23445,105199,47519,73537,69803,23560,109726,48237,74014,19443,0
5591,30000,Female,High school,Single,49.0,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,Unknown,27838,30715,29322,28015,28610,28884,3330,0,1148,1195,910,1000,0
29729,360000,Male,Graduate school,Married,35.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,12895,3546,4371,6365,2987,2979,3552,4377,6400,3002,2994,2233,0
27215,220000,Male,Graduate school,Married,37.0,Payed duly,Payed duly,Payed duly,Unknown,Payed duly,Payed duly,8821,17039,7113,9574,1727,4201,20059,7540,9571,1739,4918,0,0
24661,80000,Male,Graduate school,Married,46.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,48967,49850,50767,45721,49006,56275,2000,1771,1715,4000,8697,0,0
13568,50000,Male,University,Married,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,30211,48389,52230,18887,17693,18074,21190,5144,591,577,609,505,0
3134,180000,Female,Graduate school,Single,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,12595,18704,24410,29184,7325,326,7000,7000,7000,5000,326,7276,0
19158,50000,Female,High school,Married,46.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,48796,48797,49115,47991,0,0,2000,2000,1018,0,0,0,0
19077,90000,Female,High school,Married,40.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,40467,41495,42520,42997,41698,43976,2000,2000,1800,0,3434,1708,0
21122,710000,Male,University,,38.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,67061,64374,62858,69207,73333,121892,10045,10008,10019,10202,70001,10030,0
3510,50000,Male,University,Single,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19839,20231,20142,19920,19722,20437,1328,1315,703,723,1050,668,0
403,30000,Male,University,Married,48.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,27879,28870,27806,25142,25667,26179,1774,1710,1046,1079,1089,2244,0
17095,80000,Female,Graduate school,Single,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,72120,71702,71532,71222,47538,48879,2600,2700,2200,2000,3443,2000,0
28996,300000,Female,High school,Single,40.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,390,390,390,390,390,390,390,390,390,390,390,390,0
9292,140000,Female,University,Married,30.0,Unknown,Unknown,Payment delayed 2 months,Payment delayed 4 months,Payment delayed 3 months,Payment delayed 2 months,106298,111040,122612,120270,118091,122963,6451,15000,1100,0,7000,0,1
9445,20000,Male,Graduate school,Single,35.0,Payed duly,Payment delayed 2 months,Payment delayed 2 months,Payed duly,Unknown,Unknown,17007,16200,0,8303,8519,9371,0,0,8303,500,1000,460,1
15770,30000,Female,University,Single,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,26581,27080,26759,27186,27208,27234,1500,1445,1425,1000,1000,2000,1
24511,50000,Male,University,Married,46.0,Payed duly,Unknown,Unknown,Unknown,Payed duly,Unknown,1853,3656,4400,0,1704,3715,2000,1000,0,1704,2011,0,0
23293,100000,Female,University,Single,31.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4576,1872,2511,3333,2765,900,1872,2517,3339,2765,900,2575,1
25976,20000,Female,High school,Single,45.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,14381,15701,17137,18541,18909,19464,1564,2000,2000,677,860,1000,1
10298,150000,Female,University,Single,36.0,Payed duly,Payed duly,Unknown,Payed duly,Payed duly,Payed duly,1374,-4,-4,6340,4998,5710,0,0,6344,4998,5712,5000,0
4693,70000,Female,High school,Married,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,71230,65305,50178,29969,30081,29380,2500,3108,2000,1048,1095,940,1
17874,30000,Male,High school,,30.0,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 7 months,Payment delayed 7 months,Payment delayed 7 months,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
24656,230000,Male,University,Married,33.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,203218,208414,203466,150365,119512,87434,10000,0,8000,5000,5000,4243,0
8405,10000,Male,University,Single,23.0,Payed duly,Payed duly,Unknown,Payed duly,Payed duly,Payed duly,1504,6007,6470,390,0,780,6007,1000,390,0,780,0,0
16753,80000,Male,Graduate school,Married,36.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 3 months,Payment delayed 2 months,Payed duly,Payed duly,8415,10305,9979,1261,1261,1261,2181,0,0,1261,1261,1261,1
3756,40000,Male,Graduate school,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18338,20033,21687,22327,22816,23436,2000,2000,1000,1000,1000,1500,0
18178,500000,Male,Graduate school,Married,44.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,48533,49623,50969,52182,52821,53927,2200,2447,2660,2100,2109,2000,0
14067,50000,Male,High school,Single,44.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,40151,38951,28984,29422,0,0,2000,2000,2000,0,0,0,0
2280,20000,Female,University,Single,41.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,13723,14266,13305,14925,13925,9745,1500,2000,3000,4000,2000,0,0
13199,180000,Female,Graduate school,Single,27.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,11168,6496,9733,4088,5428,13138,6678,9740,4088,5428,13138,12174,0
16570,20000,Male,University,Single,23.0,Payed duly,Payed duly,Unknown,Payed duly,Unknown,Payed duly,4584,4005,5677,688,1688,61,4005,4078,1237,1000,61,0,1
3748,80000,Male,University,Single,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,81115,77649,40630,23697,6557,32763,5000,1200,0,5000,37000,3000,0
267,130000,Female,High school,Single,49.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,89003,91362,72197,49654,28065,27500,4100,3095,1630,561,600,0,1
15195,120000,Female,Graduate school,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,316,316,316,316,316,316,316,316,316,316,316,1844,0
15565,290000,Male,University,Married,43.0,Payed duly,Payed duly,Payment delayed 2 months,Unknown,Unknown,Unknown,172,1930,1752,3710,3848,4285,1930,0,2000,200,500,0,0
22433,100000,Female,High school,Married,36.0,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,99298,101972,115335,112016,112906,120101,5220,16608,0,4233,9200,21000,1
7557,50000,Male,University,Single,46.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,47772,46935,33937,19277,14563,17293,2000,1221,595,1000,3500,2000,1
1038,50000,Female,High school,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,43979,33403,20879,18573,17318,17936,2000,2000,2000,1000,1000,2800,0
22168,50000,Female,University,Single,28.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,45004,48119,42958,37812,15617,9625,3880,10,8656,1044,349,414,1
29771,10000,Male,University,Married,37.0,Payed duly,Payment delayed 4 months,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,7501,7243,6988,6730,7463,7199,0,0,0,1000,0,3000,1
20323,360000,Female,University,Married,58.0,Unknown,Payed duly,Payed duly,Unknown,Unknown,Unknown,0,600,0,0,0,1459,600,0,0,0,1459,0,0
9695,20000,Female,University,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4731,6642,11508,16953,17310,18466,2000,5000,6000,626,1441,0,0
14470,220000,Male,Graduate school,Married,48.0,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,2500,2500,0,0,0,0,0,0,0,0,0,0,1
1220,50000,Female,,Single,24.0,Unknown,Unknown,Payed duly,Payed duly,Unknown,Unknown,97043,39837,6928,17006,17363,17707,2000,6943,17006,630,633,657,0
7255,210000,Female,,Married,54.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,16355,18063,18077,14113,7049,2026,3000,2000,3000,150,2026,1026,0
9083,160000,Male,University,Single,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,157186,136159,96395,58773,60737,115158,6227,5000,5000,3000,60000,5000,0
2969,380000,Male,University,Married,43.0,Payed duly,Unknown,Unknown,Unknown,Unknown,Unknown,195221,188328,192624,149860,59256,61039,8000,8263,7127,4000,3000,2500,0
17650,80000,Female,University,Married,41.0,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,Payed duly,390,390,390,-390,0,1560,390,780,0,390,1780,0,1
638,400000,Female,Graduate school,Single,40.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,60125,1981,4521,20472,76933,173599,1981,4521,20500,77000,100000,7700,0
14882,100000,Male,University,Single,50.0,Payment delayed 1 month,Payed duly,Payed duly,Unknown,Unknown,Unknown,0,2976,44591,8910,0,0,2976,44591,0,0,0,0,0
5479,550000,Female,Graduate school,Single,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,83707,49676,49196,37784,35317,7433,3023,5070,3017,7148,2037,14243,0
14294,20000,Male,University,Single,24.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 4 months,Payment delayed 4 months,Payment delayed 4 months,Payment delayed 4 months,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,1
6530,230000,Male,High school,Married,61.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1
